film,Oscar_Winner,num_nominations,Title,IMDb Rating,Runtime (mins),Year,Num Votes,IMDb Popularity,Num Directors,Comedy,Romance,Drama,War,Adventure,award_Acting,award_Animation,award_Cinematography,award_Costume Design,award_Directing,award_Documentary,award_Editing,award_International Feature,award_Makeup and Hairstyling,award_Music,award_Other,award_Picture,award_Production Design,award_Short Film,award_Sound,award_Visual Effects,award_Writing
Tuba Atlantic,0,1,Tuba Atlantic,7.4,25.0,2010,816,6038.400000000001,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tubby the Tuba,0,1,Tubby the Tuba,6.9,10.0,1947,337,2325.3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday Morning Ride,0,1,Tuesday Morning Ride,7.2,35.0,1995,76,547.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tulips Shall Grow,0,1,Tulips Shall Grow,6.8,7.0,1942,645,4386.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tulsa,0,1,Tulsa,6.1,90.0,1949,1405,8570.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tumbleweeds,0,1,Tumbleweeds,6.7,102.0,1999,3728,24977.600000000002,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunes of Glory,0,1,Tunes of Glory,7.5,106.0,1960,4855,36412.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tup Tup,0,1,Tup Tup,5.9,10.0,1972,269,1587.1000000000001,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tupac: Resurrection,0,1,Tupac: Resurrection,7.9,112.0,2003,9941,78533.90000000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Turkey the Bridge,0,1,Turkey the Bridge,6.7,19.0,1966,32,214.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Turkish Delight,0,1,Turkish Delight,7.1,108.0,1973,12258,87031.8,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Turning Red,0,1,Turning Red,6.9,100.0,2022,164081,1132158.9000000001,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tweetie Pie,1,1,Tweetie Pie,7.1,7.0,1947,1634,11601.4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twelve O'Clock High,1,4,Twelve O'Clock High,7.7,132.0,1949,16275,125317.5,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Twenty-One Miles,0,1,Twenty-One Miles,4.8,11.0,1942,25,120.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Twice in a Lifetime,0,1,Twice in a Lifetime,6.4,111.0,1985,1511,9670.4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twilight of Honor,0,2,Twilight of Honor,6.3,104.0,1963,720,4536.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Twin Sisters,0,1,Twin Sisters,7.4,137.0,2002,7436,55026.4,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Twin Sisters of Kyoto,0,1,Twin Sisters of Kyoto,7.1,107.0,1963,249,1767.8999999999999,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Twin Towers,1,1,Twin Towers,7.5,34.0,2003,297,2227.5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Twist of Faith,0,1,Twist of Faith,7.2,87.0,2004,1003,7221.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Twister,0,2,Twister,6.6,113.0,1996,243254,1605476.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Two Arabian Knights,1,1,Two Arabian Knights,6.6,92.0,1927,1210,7986.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Two Cars, One Night",0,1,"Two Cars, One Night",7.2,12.0,2003,3020,21744.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Two Days, One Night",0,1,"Two Days, One Night",7.3,95.0,2014,51353,374876.89999999997,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Distant Strangers,1,1,Two Distant Strangers,6.9,32.0,2020,21879,150965.1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Two Girls and a Sailor,0,1,Two Girls and a Sailor,6.6,124.0,1944,957,6316.2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Two Soldiers,1,1,Two Soldiers,7.0,40.0,2003,436,3052.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Two Tickets to Broadway,0,1,Two Tickets to Broadway,5.5,106.0,1951,650,3575.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Two Women,1,1,Two Women,7.7,101.0,1960,13077,100692.90000000001,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two for the Road,0,1,Two for the Road,7.4,111.0,1967,15170,112258.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Two for the Seesaw,0,2,Two for the Seesaw,6.6,119.0,1962,2202,14533.199999999999,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Two-Minute Warning,0,1,Two-Minute Warning,6.2,115.0,1976,4573,28352.600000000002,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Typhoon,0,1,Typhoon,5.7,70.0,1940,155,883.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
U-571,1,2,U-571,6.6,116.0,2000,89645,591657.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Ugetsu,0,1,Ugetsu,8.1,96.0,1953,27019,218853.9,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulee's Gold,0,1,Ulee's Gold,7.0,113.0,1997,7739,54173.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulysses,0,1,Ulysses,6.4,123.0,1967,1026,6566.400000000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Umberto D.,0,1,Umberto D.,8.2,89.0,1952,29505,241940.99999999997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Unbroken,0,3,Unbroken,7.2,137.0,2014,190296,1370131.2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Unchained,0,1,Unchained,6.1,75.0,1955,243,1482.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Unconquered,0,1,Unconquered,6.9,146.0,1947,3106,21431.4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Undefeated,1,1,Undefeated,7.7,113.0,2011,7436,57257.200000000004,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Under Fire,0,1,Under Fire,7.0,128.0,1983,9092,63644.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Under Siege,0,2,Under Siege,6.5,103.0,1992,98715,641647.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Under Western Stars,0,1,Under Western Stars,5.8,65.0,1938,460,2668.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Under the Sun,0,1,Under the Sun,6.8,130.0,1998,3100,21080.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Under the Volcano,0,2,Under the Volcano,6.8,112.0,1984,6514,44295.2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Underworld,1,1,Underworld,7.5,80.0,1927,3681,27607.5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Unfaithful,0,1,Unfaithful,6.7,124.0,2002,102658,687808.6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unfinished Business,0,1,Unfinished Business,6.7,58.0,1985,57,381.90000000000003,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Unforgiven,1,9,Unforgiven,8.2,130.0,1992,452814,3713074.8,1,0,0,1,0,0,2,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0
Union Maids,0,1,Union Maids,6.7,50.0,1976,142,951.4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Union Pacific,0,1,Union Pacific,7.0,135.0,1939,3544,24808.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
United 93,0,2,United 93,7.6,111.0,2006,113108,859620.7999999999,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Universe,0,4,Universe,7.6,29.0,1960,400,3040.0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Unstoppable,0,1,Unstoppable,6.8,98.0,2010,213271,1450242.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Unstrung Heroes,0,1,Unstrung Heroes,6.7,93.0,1995,3305,22143.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Up,1,12,Up,6.1,14.0,1985,87,530.6999999999999,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,2,0,2
Up in Arms,0,2,Up in Arms,6.2,105.0,1944,1178,7303.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Up in Mabel's Room,0,1,Up in Mabel's Room,6.1,76.0,1944,208,1268.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Up in the Air,0,6,Up in the Air,7.4,109.0,2009,354818,2625653.2,1,1,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Urge to Build,0,1,Urge to Build,,27.0,1981,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vacation from Marriage,1,1,Vacation from Marriage,7.1,102.0,1945,1632,11587.199999999999,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Valiant Is the Word for Carrie,0,1,Valiant Is the Word for Carrie,6.3,110.0,1936,245,1543.5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valley of the Dolls,0,1,Valley of the Dolls,6.0,123.0,1967,10227,61362.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Valmont,0,1,Valmont,7.0,137.0,1989,14854,103978.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Van Gogh,1,1,Van Gogh,6.7,20.0,1948,519,3477.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Vanilla Sky,0,1,Vanilla Sky,6.9,136.0,2001,293622,2025991.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Varsity Show,0,1,Varsity Show,6.1,120.0,1937,516,3147.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Vatel,0,1,Vatel,6.6,103.0,2000,8403,55459.799999999996,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Velvet Goldmine,0,1,Velvet Goldmine,6.9,118.0,1998,39303,271190.7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Venus,0,1,Venus,7.1,95.0,2006,13651,96922.09999999999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vera Drake,0,3,Vera Drake,7.6,125.0,2004,27798,211264.8,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Vertigo,0,2,Vertigo,8.3,128.0,1958,443497,3681025.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Very Nice, Very Nice",0,1,"Very Nice, Very Nice",6.8,7.0,1961,920,6256.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vesuvius Express,0,1,Vesuvius Express,6.6,16.0,1953,23,151.79999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Vice,1,8,Vice,7.2,132.0,2018,168657,1214330.4000000001,1,1,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
Vicky Cristina Barcelona,1,1,Vicky Cristina Barcelona,7.1,96.0,2008,274240,1947104.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,0,1,Victor,7.3,18.0,1998,68,496.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Victor/Victoria,1,7,Victor/Victoria,7.6,134.0,1982,24618,187096.8,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0
Victoria & Abdul,0,2,Victoria & Abdul,6.8,111.0,2017,39187,266471.6,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Victory through Air Power,0,1,Victory Through Air Power,6.4,70.0,1943,1291,8262.4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Violet,1,1,Violet,5.9,31.0,1981,158,932.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Virunga,0,1,Virunga,8.1,100.0,2014,12504,101282.4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Visas and Virtue,1,1,Visas and Virtue,6.6,26.0,1997,158,1042.8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Visit to a Small Planet,0,1,Visit to a Small Planet,5.9,85.0,1960,1521,8973.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Viva Italia!,0,1,Viva Italia!,7.0,90.0,1977,2258,15806.0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Viva Villa!,1,4,Viva Villa!,6.3,115.0,1934,1652,10407.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
Viva Zapata!,1,5,Viva Zapata!,7.2,113.0,1952,13014,93700.8,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Vivacious Lady,0,2,Vivacious Lady,7.1,90.0,1938,4477,31786.699999999997,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Voice in the Wind,0,2,Voice in the Wind,5.4,85.0,1944,293,1582.2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Volcano: An Inquiry into the Life and Death of Malcolm Lowry,0,1,Volcano: An Inquiry Into the Life and Death of Malcolm Lowry,7.1,100.0,1976,216,1533.6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Volver,0,1,Volver,7.6,121.0,2006,109960,835696.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Von Ryan's Express,0,1,Von Ryan's Express,7.1,117.0,1965,15628,110958.79999999999,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Voyage of the Damned,0,3,Voyage of the Damned,6.4,155.0,1976,3634,23257.600000000002,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Voyage to Next,0,1,Voyage to Next,6.1,10.0,1974,188,1146.8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.E.,0,1,W.E.,6.2,119.0,2011,13910,86242.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wabash Avenue,0,1,Wabash Avenue,6.1,92.0,1950,352,2147.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Waco: The Rules of Engagement,0,1,Waco: The Rules of Engagement,7.8,165.0,1997,3803,29663.399999999998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wag the Dog,0,2,Wag the Dog,7.1,97.0,1997,90743,644275.2999999999,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Waikiki Wedding,1,2,Waikiki Wedding,5.8,89.0,1937,430,2494.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Wait until Dark,0,1,Wait Until Dark,7.7,108.0,1967,35084,270146.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wake Island,0,4,Wake Island,6.6,88.0,1942,2381,15714.599999999999,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Walk Run Cha-Cha,0,1,Walk Run Cha-Cha,6.1,20.0,2019,951,5801.099999999999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Walk on the Wild Side,0,1,Walk on the Wild Side,6.7,114.0,1962,3186,21346.2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Walk the Line,1,5,Walk the Line,7.8,136.0,2005,273633,2134337.4,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Walking,0,1,Walking,6.9,5.0,1968,980,6762.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walky Talky Hawky,0,1,Walky Talky Hawky,7.4,7.0,1946,979,7244.6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wall Street,1,1,Wall Street,7.3,126.0,1987,169361,1236335.3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallace & Gromit: Vengeance Most Fowl,0,1,Wallace & Gromit: Vengeance Most Fowl,7.5,82.0,2024,33859,253942.5,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walls of Fire,0,1,Walls of Fire,,80.0,1971,0,,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Waltz with Bashir,0,1,Waltz with Bashir,8.0,90.0,2008,61642,493136.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wander to Wonder,0,1,Wander to Wonder,6.7,14.0,2023,1336,8951.2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wanted,0,2,Wanted,6.7,110.0,2008,419104,2807996.8000000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
War Department Report,0,1,War Department Report,6.1,47.0,1943,50,305.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
War Horse,0,6,War Horse,7.2,146.0,2011,169196,1218211.2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0
War Photographer,0,1,War Photographer,7.9,96.0,2001,4363,34467.700000000004,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
War Witch,0,1,War Witch,7.0,90.0,2012,7664,53648.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
War and Peace,1,10,War and Peace,6.7,208.0,1956,11249,75368.3,1,0,1,1,1,0,0,0,2,2,2,0,0,2,0,0,0,0,2,0,0,0,0
War for the Planet of the Apes,0,1,War for the Planet of the Apes,7.4,140.0,2017,314905,2330297.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
War of the Worlds,0,3,War of the Worlds,6.5,117.0,2005,488792,3177148.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
WarGames,0,3,WarGames,7.1,114.0,1983,116034,823841.3999999999,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Warrior,0,1,Warrior,8.1,140.0,2011,512658,4152529.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wartime Romance,0,1,Wartime Romance,7.2,92.0,1983,685,4932.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wasp,1,1,Wasp,7.5,26.0,2003,6326,47445.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Waste Land,0,1,Waste Land,7.8,99.0,2010,9445,73671.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wat's Pig,0,1,Wat's Pig,6.8,11.0,1996,618,4202.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watani: My Homeland,0,1,Watani: My Homeland,7.4,76.0,2016,305,2257.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Watch on the Rhine,1,4,Watch on the Rhine,7.1,114.0,1943,5233,37154.299999999996,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Water,0,1,Water,7.7,117.0,2005,15555,119773.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Water Birds,1,1,Water Birds,6.6,30.0,1952,350,2310.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Water Trix,0,1,Water Trix,6.0,9.0,1949,163,978.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Waterloo Bridge,0,2,Waterloo Bridge,7.7,108.0,1940,11347,87371.90000000001,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Waterworld,0,1,Waterworld,6.3,135.0,1995,217512,1370325.5999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Way Down South,0,1,Way Down South,5.4,61.0,1939,263,1420.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Way Out West,0,1,Way Out West,7.6,66.0,1937,9285,70566.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
We Can't Live without Cosmos,0,1,We Can't Live Without Cosmos,7.6,16.0,2014,2133,16210.8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wee Water Wonders,0,1,Wee Water Wonders,,9.0,1953,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wee Willie Winkie,0,1,Wee Willie Winkie,6.9,100.0,1937,2014,13896.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Weekends,0,1,Weekends,7.2,15.0,2017,1650,11880.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo,0,1,Wells Fargo,6.4,97.0,1937,662,4236.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
West Bank Story,1,1,West Bank Story,7.2,21.0,2005,1720,12384.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
West Side Story,1,36,West Side Story,7.6,153.0,1961,124440,945744.0,2,0,1,1,0,0,6,0,4,4,4,0,2,0,0,0,4,4,4,0,4,0,0
Wet Blanket Policy,0,1,Wet Blanket Policy,6.6,6.0,1948,306,2019.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Whale Rider,0,1,Whale Rider,7.5,101.0,2002,44748,335610.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Dreams May Come,1,2,What Dreams May Come,7.0,113.0,1998,117229,820603.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
What Ever Happened to Baby Jane?,1,5,What Ever Happened to Baby Jane?,8.0,134.0,1962,64678,517424.0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
What Happened to Santiago,0,1,What Happened to Santiago,7.1,105.0,1989,298,2115.7999999999997,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"What Happened, Miss Simone?",0,1,"What Happened, Miss Simone?",7.6,101.0,2015,15108,114820.79999999999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"What Next, Corporal Hargrove?",0,1,"What Next, Corporal Hargrove?",5.6,95.0,1945,309,1730.3999999999999,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
What Price Hollywood?,0,1,What Price Hollywood?,7.0,88.0,1932,2812,19684.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
What a Way to Go!,0,2,What a Way to Go!,6.9,111.0,1964,6316,43580.4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
What on Earth!,0,1,What on Earth!,7.0,10.0,1967,377,2639.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What's Eating Gilbert Grape,0,1,What's Eating Gilbert Grape,7.7,118.0,1993,261284,2011886.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What's Love Got to Do with It,0,2,What's Love Got to Do with It,7.3,118.0,1993,25768,188106.4,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What's the Matter with Helen?,0,1,What's the Matter with Helen?,6.3,101.0,1971,2402,15132.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
When Abortion Was Illegal: Untold Stories,0,1,When Abortion Was Illegal: Untold Stories,6.9,28.0,1992,73,503.70000000000005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
When Dinosaurs Ruled the Earth,0,1,When Dinosaurs Ruled the Earth,5.2,96.0,1970,3039,15802.800000000001,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
